TECHNOLOGIES	 c_inv	 c_maint	 lifetime	  f_min	 f	 f_max	 fmin_perc	f_perc	 fmax_perc	 c_p	 c_p_max	 tau	 gwp_constr
BOAT_FREIGHT_DIESEL	2198.467291	106.290049	40.000000	0.000000	27.828700	Infinity	0.000000	1.000000	1.000000	0.114160	0.114160	0.033427	0.000000
BOAT_FREIGHT_NG	0.000034	0.000002	40.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000529	0.114160	0.033427	0.000000
BOAT_FREIGHT_METHANOL	0.000078	0.000004	40.000000	0.000000	0.000001	Infinity	0.000000	0.000000	1.000000	0.001071	0.114160	0.033427	0.000000
TRUCK_DIESEL	0.000030	0.000001	15.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000076	0.092590	0.074944	0.000000
TRUCK_METHANOL	0.000108	0.000005	15.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000273	0.092590	0.074944	0.000000
TRUCK_FUEL_CELL	20835.635711	621.044304	15.000000	0.000000	51.467618	Infinity	0.000000	1.000000	1.000000	0.092590	0.092590	0.074944	0.000000
TRUCK_ELEC	0.000010	0.000000	15.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000037	0.092590	0.074944	0.000000
TRUCK_NG	0.000007	0.000000	15.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000023	0.092590	0.074944	0.000000
HABER_BOSCH	0.000514	0.000010	20.000000	0.000000	0.000001	Infinity	0.000000	1.000000	1.000000	0.000534	1.000000	0.058246	0.000000
SYN_METHANOLATION	0.000540	0.000015	20.000000	0.000000	0.000001	Infinity	0.000000	0.447615	1.000000	0.000942	0.950000	0.058246	0.000000
METHANE_TO_METHANOL	0.000438	0.000019	25.000000	0.000000	0.000001	Infinity	0.000000	0.252427	1.000000	0.000531	0.850000	0.048263	0.000000
BIOMASS_TO_METHANOL	0.000635	0.000010	20.000000	0.000000	0.000000	Infinity	0.000000	0.299959	1.000000	0.000631	1.000000	0.058246	0.000000
OIL_TO_HVC	0.000480	0.000003	15.000000	0.000000	0.000001	Infinity	0.000000	0.000000	1.000000	0.000455	1.000000	0.074944	0.000000
GAS_TO_HVC	0.000489	0.000012	25.000000	0.000000	0.000001	Infinity	0.000000	0.000000	1.000000	0.000199	1.000000	0.048263	0.000000
BIOMASS_TO_HVC	0.000523	0.000016	20.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000442	1.000000	0.058246	0.000000
METHANOL_TO_HVC	3155.377357	283.982495	20.000000	0.000000	4.892058	Infinity	0.000000	1.000000	1.000000	1.000000	1.000000	0.058246	0.000000
PHS	382.192649	0.000000	50.000000	5.000000	6.499875	6.500000	0.000000	-1.000000	1.000000	0.008237	1.000000	0.028572	
BATT_LI	0.015484	0.000024	15.000000	0.000000	0.000099	Infinity	0.000000	-1.000000	1.000000	0.021279	1.000000	0.074944	
BEV_BATT	0.000000	0.000000	1.000000	0.000000	279.140590	Infinity	0.000000	-1.000000	1.000000	0.003579	1.000000	1.015000	
PHEV_BATT	0.000000	0.000000	1.000000	0.000000	0.000008	Infinity	0.000000	-1.000000	1.000000	0.000574	1.000000	1.015000	
TS_DEC_DIRECT_ELEC	0.001358	0.000010	20.000000	0.000000	0.000072	Infinity	0.000000	-1.000000	1.000000	0.000605	1.000000	0.058246	
TS_DEC_HP_ELEC	1022.031327	7.154758	20.000000	0.000000	53.876190	Infinity	0.000000	-1.000000	1.000000	0.030601	1.000000	0.058246	
TS_DEC_THHP_GAS	0.001358	0.000010	20.000000	0.000000	0.000072	Infinity	0.000000	-1.000000	1.000000	0.001012	1.000000	0.058246	
TS_DEC_COGEN_GAS	0.001353	0.000009	20.000000	0.000000	0.000071	Infinity	0.000000	-1.000000	1.000000	0.000524	1.000000	0.058246	
TS_DEC_COGEN_OIL	0.001332	0.000009	20.000000	0.000000	0.000070	Infinity	0.000000	-1.000000	1.000000	0.000425	1.000000	0.058246	
TS_DEC_ADVCOGEN_GAS	0.001348	0.000009	20.000000	0.000000	0.000071	Infinity	0.000000	-1.000000	1.000000	0.000475	1.000000	0.058246	
TS_DEC_ADVCOGEN_H2	0.001353	0.000009	20.000000	0.000000	0.000071	Infinity	0.000000	-1.000000	1.000000	0.000496	1.000000	0.058246	
TS_DEC_BOILER_GAS	0.001356	0.000009	20.000000	0.000000	0.000072	Infinity	0.000000	-1.000000	1.000000	0.000554	1.000000	0.058246	
TS_DEC_BOILER_WOOD	0.001341	0.000009	20.000000	0.000000	0.000071	Infinity	0.000000	-1.000000	1.000000	0.000522	1.000000	0.058246	
TS_DEC_BOILER_OIL	0.001338	0.000009	20.000000	0.000000	0.000071	Infinity	0.000000	-1.000000	1.000000	0.000479	1.000000	0.058246	
TS_DHN_DAILY	0.002958	0.000008	40.000000	0.000000	0.000986	Infinity	0.000000	-1.000000	1.000000	0.001060	1.000000	0.033427	
TS_DHN_SEASONAL	482.761736	2.627338	25.000000	0.000000	928.387954	Infinity	0.000000	-1.000000	1.000000	0.001606	1.000000	0.048263	
TS_HIGH_TEMP	1821.403229	19.494148	25.000000	0.000000	64.980493	Infinity	0.000000	-1.000000	1.000000	0.014431	1.000000	0.048263	
GAS_STORAGE	1259.874307	33.008707	50.000000	0.000000	25197.486138	Infinity	0.000000	-1.000000	1.000000	0.000084	1.000000	0.028572	
H2_STORAGE	0.009005	0.000567	20.000000	0.000000	0.001455	Infinity	0.000000	-1.000000	1.000000	0.000051	1.000000	0.058246	
DIESEL_STORAGE	0.009771	0.000391	20.000000	0.000000	0.977103	Infinity	0.000000	-1.000000	1.000000	0.000056	1.000000	0.058246	
GASOLINE_STORAGE	0.009741	0.000390	20.000000	0.000000	0.974103	Infinity	0.000000	-1.000000	1.000000	0.000000	1.000000	0.058246	
LFO_STORAGE	0.009738	0.000390	20.000000	0.000000	0.973792	Infinity	0.000000	-1.000000	1.000000	0.000000	1.000000	0.058246	
AMMONIA_STORAGE	0.009728	0.000389	20.000000	0.000000	0.972793	Infinity	0.000000	-1.000000	1.000000	0.000047	1.000000	0.058246	
METHANOL_STORAGE	0.009732	0.000389	20.000000	0.000000	0.973245	Infinity	0.000000	-1.000000	1.000000	0.000024	1.000000	0.058246	
CO2_STORAGE	0.022499	0.000225	30.000000	0.000000	0.000455	Infinity	0.000000	-1.000000	1.000000	0.000017	1.000000	0.041639	
EFFICIENCY	5517.241379	0.000000	1.000000	0.000000	0.985222	Infinity	0.000000	-1.000000	1.000000	0.000000	1.000000	1.015000	
DHN	6210.327783	0.000000	60.000000	0.000000	7.519649	Infinity	0.000000	-1.000000	1.000000	0.000000	1.000000	0.025393	
GRID	102568.423699	0.000000	80.000000	0.000000	1.369056	Infinity	0.000000	-1.000000	1.000000	0.000000	1.000000	0.021548	
H2_ELECTROLYSIS	0.000719	0.000020	15.000000	0.000000	0.000001	Infinity	0.000000	-1.000000	1.000000	0.001184	0.900000	0.074944	
SMR	0.000330	0.000030	25.000000	0.000000	0.000001	Infinity	0.000000	-1.000000	1.000000	0.000660	0.860000	0.048263	
H2_BIOMASS	0.000379	0.000027	25.000000	0.000000	0.000000	Infinity	0.000000	-1.000000	1.000000	0.000227	0.860000	0.048263	
GASIFICATION_SNG	0.000468	0.000033	25.000000	0.000000	0.000000	Infinity	0.000000	-1.000000	1.000000	0.000616	0.850000	0.048263	
SYN_METHANATION	0.000162	0.000041	40.000000	0.000000	0.000001	Infinity	0.000000	-1.000000	1.000000	0.002742	1.000000	0.033427	
BIOMETHANATION	0.000641	0.000009	20.000000	0.000000	0.000001	Infinity	0.000000	-1.000000	1.000000	0.000982	0.850000	0.058246	
BIO_HYDROLYSIS	1179.650782	80.429898	15.000000	0.000000	0.801007	Infinity	0.000000	-1.000000	1.000000	0.850000	0.850000	0.074944	
PYROLYSIS_TO_LFO	0.000670	0.000030	25.000000	0.000000	0.000001	Infinity	0.000000	-1.000000	1.000000	0.003141	0.850000	0.048263	
PYROLYSIS_TO_FUELS	0.000521	0.000015	25.000000	0.000000	0.000001	Infinity	0.000000	-1.000000	1.000000	0.000264	0.850000	0.048263	
ATM_CCS	0.000769	0.000019	40.000000	0.000000	0.000000	Infinity	0.000000	-1.000000	1.000000	0.000177	1.000000	0.033427	
INDUSTRY_CCS	0.000839	0.000021	40.000000	0.000000	0.000000	Infinity	0.000000	-1.000000	1.000000	0.000672	1.000000	0.033427	
AMMONIA_TO_H2	0.000372	0.000034	25.000000	0.000000	0.000001	Infinity	0.000000	-1.000000	1.000000	0.001520	0.860000	0.048263	
