Name	C_inv	C_maint	C_op
DHN	157.701508	0.000000	0.000000
GRID	2210.177532	0.000000	0.000000
H2_ELECTROLYSIS	0.000054	0.000020	0.000000
SMR	0.000016	0.000030	0.000000
H2_BIOMASS	0.000018	0.000027	0.000000
GASIFICATION_SNG	0.000023	0.000033	0.000000
SYN_METHANATION	0.000005	0.000041	0.000000
BIOMETHANATION	0.000037	0.000009	0.000000
BIO_HYDROLYSIS	88.408168	80.429898	0.000000
PYROLYSIS_TO_LFO	0.000032	0.000030	0.000000
PYROLYSIS_TO_FUELS	0.000025	0.000015	0.000000
ATM_CCS	0.000026	0.000019	0.000000
INDUSTRY_CCS	0.000028	0.000021	0.000000
AMMONIA_TO_H2	0.000018	0.000034	0.000000
ELECTRICITY	0.000000	0.000000	3403.850648
GASOLINE	0.000000	0.000000	0.000000
DIESEL	0.000000	0.000000	0.000000
BIOETHANOL	0.000000	0.000000	0.000096
BIODIESEL	0.000000	0.000000	297.481356
LFO	0.000000	0.000000	0.000000
GAS	0.000000	0.000000	0.000000
GAS_RE	0.000000	0.000000	10476.867898
WOOD	0.000000	0.000000	201.285001
WET_BIOMASS	0.000000	0.000000	135.360000
COAL	0.000000	0.000000	0.000000
URANIUM	0.000000	0.000000	0.000000
WASTE	0.000000	0.000000	0.000000
H2	0.000000	0.000000	0.000000
H2_RE	0.000000	0.000000	1567.136538
AMMONIA	0.000000	0.000000	0.000000
METHANOL	0.000000	0.000000	0.000000
AMMONIA_RE	0.000000	0.000000	812.795716
METHANOL_RE	0.000000	0.000000	5486.384540
ELEC_EXPORT	0.000000	0.000000	0.000000
CO2_EMISSIONS	0.000000	0.000000	0.000000
RES_WIND	0.000000	0.000000	0.000000
RES_SOLAR	0.000000	0.000000	0.000000
RES_HYDRO	0.000000	0.000000	0.000000
RES_GEO	0.000000	0.000000	0.000000
CO2_ATM	0.000000	0.000000	0.000000
CO2_INDUSTRY	0.000000	0.000000	0.000000
CO2_CAPTURED	0.000000	0.000000	0.000000
