Name	C_inv	C_maint	C_op
BOAT_FREIGHT_METHANOL	0.000000	0.000000	0.000000
TRUCK_DIESEL	0.000004	0.000002	0.000000
TRUCK_METHANOL	0.000005	0.000003	0.000000
TRUCK_FUEL_CELL	463.563731	184.368340	0.000000
TRUCK_ELEC	0.000003	0.000001	0.000000
TRUCK_NG	0.000000	0.000000	0.000000
HABER_BOSCH	0.000019	0.000006	0.000000
SYN_METHANOLATION	0.000032	0.000016	0.000000
METHANE_TO_METHANOL	0.000007	0.000006	0.000000
BIOMASS_TO_METHANOL	0.000014	0.000004	0.000000
OIL_TO_HVC	0.000010	0.000001	0.000000
GAS_TO_HVC	0.000007	0.000003	0.000000
BIOMASS_TO_HVC	0.000009	0.000005	0.000000
METHANOL_TO_HVC	45.785371	70.746159	0.000000
PHS	10.920096	0.000000	0.000000
BATT_LI	0.000157	0.000003	0.000000
BEV_BATT	0.000000	0.000000	0.000000
PHEV_BATT	0.000000	0.000000	0.000000
TS_DEC_DIRECT_ELEC	0.000029	0.000004	0.000000
TS_DEC_HP_ELEC	10.171764	1.222539	0.000000
TS_DEC_THHP_GAS	0.000029	0.000003	0.000000
TS_DEC_COGEN_GAS	0.000029	0.000003	0.000000
TS_DEC_COGEN_OIL	0.000029	0.000003	0.000000
TS_DEC_ADVCOGEN_GAS	0.000029	0.000003	0.000000
TS_DEC_ADVCOGEN_H2	0.000029	0.000003	0.000000
TS_DEC_BOILER_GAS	0.000029	0.000003	0.000000
TS_DEC_BOILER_WOOD	0.000029	0.000004	0.000000
TS_DEC_BOILER_OIL	0.000029	0.000004	0.000000
TS_DHN_DAILY	0.000030	0.000003	0.000000
TS_DHN_SEASONAL	3.191946	0.359932	0.000000
TS_HIGH_TEMP	18.206998	4.037552	0.000000
GAS_STORAGE	0.435825	0.399648	0.000000
H2_STORAGE	0.000514	0.000556	0.000000
DIESEL_STORAGE	0.000113	0.000078	0.000000
GASOLINE_STORAGE	0.000114	0.000078	0.000000
LFO_STORAGE	0.000114	0.000078	0.000000
AMMONIA_STORAGE	0.000113	0.000078	0.000000
METHANOL_STORAGE	0.000114	0.000078	0.000000
CO2_STORAGE	0.000323	0.000078	0.000000
EFFICIENCY	5600.000000	0.000000	0.000000
DHN	24.664182	0.000000	0.000000
GRID	1823.337038	0.000000	0.000000
H2_ELECTROLYSIS	0.002728	0.001001	0.000000
SMR	0.001145	0.002189	0.000000
H2_BIOMASS	0.000005	0.000007	0.000000
GASIFICATION_SNG	0.000006	0.000008	0.000000
SYN_METHANATION	0.000003	0.000023	0.000000
BIOMETHANATION	0.000012	0.000003	0.000000
BIO_HYDROLYSIS	88.408192	80.429920	0.000000
PYROLYSIS_TO_LFO	0.000010	0.000009	0.000000
PYROLYSIS_TO_FUELS	0.000007	0.000004	0.000000
ATM_CCS	0.000008	0.000006	0.000000
INDUSTRY_CCS	0.000012	0.000009	0.000000
AMMONIA_TO_H2	0.000013	0.000024	0.000000
ELECTRICITY	0.000000	0.000000	659.283509
GASOLINE	0.000000	0.000000	0.000000
DIESEL	0.000000	0.000000	0.000000
BIOETHANOL	0.000000	0.000000	0.000026
BIODIESEL	0.000000	0.000000	0.000042
LFO	0.000000	0.000000	0.000000
GAS	0.000000	0.000000	0.000000
GAS_RE	0.000000	0.000000	0.000010
WOOD	0.000000	0.000000	201.285002
WET_BIOMASS	0.000000	0.000000	135.360000
COAL	0.000000	0.000000	0.000000
URANIUM	0.000000	0.000000	0.000000
WASTE	0.000000	0.000000	0.000000
H2	0.000000	0.000000	0.000000
H2_RE	0.000000	0.000000	465.185763
AMMONIA	0.000000	0.000000	0.000000
METHANOL	0.000000	0.000000	0.000000
AMMONIA_RE	0.000000	0.000000	186.547100
METHANOL_RE	0.000000	0.000000	1366.776451
ELEC_EXPORT	0.000000	0.000000	0.000000
CO2_EMISSIONS	0.000000	0.000000	0.000000
RES_WIND	0.000000	0.000000	0.000000
RES_SOLAR	0.000000	0.000000	0.000000
RES_HYDRO	0.000000	0.000000	0.000000
RES_GEO	0.000000	0.000000	0.000000
CO2_ATM	0.000000	0.000000	0.000000
CO2_INDUSTRY	0.000000	0.000000	0.000000
CO2_CAPTURED	0.000000	0.000000	0.000000
