TECHNOLOGIES	 c_inv	 c_maint	 lifetime	  f_min	 f	 f_max	 fmin_perc	f_perc	 fmax_perc	 c_p	 c_p_max	 tau	 gwp_constr
BOAT_FREIGHT_DIESEL	0.000180	0.000009	40.000000	0.000000	0.000002	Infinity	0.000000	0.000000	1.000000	0.002628	0.114160	0.033427	0.000000
BOAT_FREIGHT_NG	648.524278	31.554135	40.000000	0.000000	8.261456	Infinity	0.000000	1.000000	1.000000	0.114160	0.114160	0.033427	0.000000
BOAT_FREIGHT_METHANOL	0.000002	0.000000	40.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000114	0.114160	0.033427	0.000000
TRUCK_DIESEL	0.000048	0.000002	15.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000121	0.092590	0.074944	0.000000
TRUCK_METHANOL	0.000061	0.000003	15.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000161	0.092590	0.074944	0.000000
TRUCK_FUEL_CELL	6185.438871	184.368340	15.000000	0.000000	15.279102	Infinity	0.000000	1.000000	1.000000	0.092590	0.092590	0.074944	0.000000
TRUCK_ELEC	0.000043	0.000001	15.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000085	0.092590	0.074944	0.000000
TRUCK_NG	0.000005	0.000000	15.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000025	0.092590	0.074944	0.000000
HABER_BOSCH	0.000322	0.000006	20.000000	0.000000	0.000000	Infinity	0.000000	1.000000	1.000000	0.000517	1.000000	0.058246	0.000000
SYN_METHANOLATION	0.000553	0.000016	20.000000	0.000000	0.000001	Infinity	0.000000	0.556027	1.000000	0.001342	0.950000	0.058246	0.000000
METHANE_TO_METHANOL	0.000138	0.000006	25.000000	0.000000	0.000000	Infinity	0.000000	0.158357	1.000000	0.000382	0.850000	0.048263	0.000000
BIOMASS_TO_METHANOL	0.000238	0.000004	20.000000	0.000000	0.000000	Infinity	0.000000	0.285615	1.000000	0.000689	1.000000	0.058246	0.000000
OIL_TO_HVC	0.000132	0.000001	15.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000256	1.000000	0.074944	0.000000
GAS_TO_HVC	0.000138	0.000003	25.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000097	1.000000	0.048263	0.000000
BIOMASS_TO_HVC	0.000154	0.000005	20.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000353	1.000000	0.058246	0.000000
METHANOL_TO_HVC	786.072496	70.746159	20.000000	0.000000	1.218717	Infinity	0.000000	1.000000	1.000000	1.000000	1.000000	0.058246	0.000000
PHS	382.199950	0.000000	50.000000	5.000000	6.499999	6.500000	0.000000	-1.000000	1.000000	0.026276	1.000000	0.028572	
BATT_LI	0.002091	0.000003	15.000000	0.000000	0.000013	Infinity	0.000000	-1.000000	1.000000	0.005750	1.000000	0.074944	
BEV_BATT	0.000000	0.000000	1.000000	0.000000	22.553496	Infinity	0.000000	-1.000000	1.000000	0.004386	1.000000	1.015000	
PHEV_BATT	0.000000	0.000000	1.000000	0.000000	0.000002	Infinity	0.000000	-1.000000	1.000000	0.000148	1.000000	1.015000	
TS_DEC_DIRECT_ELEC	0.000501	0.000004	20.000000	0.000000	0.000026	Infinity	0.000000	-1.000000	1.000000	0.000249	1.000000	0.058246	
TS_DEC_HP_ELEC	174.635342	1.222539	20.000000	0.000000	9.205869	Infinity	0.000000	-1.000000	1.000000	0.029609	1.000000	0.058246	
TS_DEC_THHP_GAS	0.000499	0.000003	20.000000	0.000000	0.000026	Infinity	0.000000	-1.000000	1.000000	0.000256	1.000000	0.058246	
TS_DEC_COGEN_GAS	0.000499	0.000003	20.000000	0.000000	0.000026	Infinity	0.000000	-1.000000	1.000000	0.000211	1.000000	0.058246	
TS_DEC_COGEN_OIL	0.000497	0.000003	20.000000	0.000000	0.000026	Infinity	0.000000	-1.000000	1.000000	0.000159	1.000000	0.058246	
TS_DEC_ADVCOGEN_GAS	0.000498	0.000003	20.000000	0.000000	0.000026	Infinity	0.000000	-1.000000	1.000000	0.000158	1.000000	0.058246	
TS_DEC_ADVCOGEN_H2	0.000494	0.000003	20.000000	0.000000	0.000026	Infinity	0.000000	-1.000000	1.000000	0.000109	1.000000	0.058246	
TS_DEC_BOILER_GAS	0.000499	0.000003	20.000000	0.000000	0.000026	Infinity	0.000000	-1.000000	1.000000	0.000227	1.000000	0.058246	
TS_DEC_BOILER_WOOD	0.000502	0.000004	20.000000	0.000000	0.000026	Infinity	0.000000	-1.000000	1.000000	0.000221	1.000000	0.058246	
TS_DEC_BOILER_OIL	0.000500	0.000004	20.000000	0.000000	0.000026	Infinity	0.000000	-1.000000	1.000000	0.000200	1.000000	0.058246	
TS_DHN_DAILY	0.000905	0.000003	40.000000	0.000000	0.000302	Infinity	0.000000	-1.000000	1.000000	0.001199	1.000000	0.033427	
TS_DHN_SEASONAL	66.135888	0.359932	25.000000	0.000000	127.184399	Infinity	0.000000	-1.000000	1.000000	0.001546	1.000000	0.048263	
TS_HIGH_TEMP	377.241921	4.037552	25.000000	0.000000	13.458506	Infinity	0.000000	-1.000000	1.000000	0.020151	1.000000	0.048263	
GAS_STORAGE	15.253733	0.399648	50.000000	0.000000	305.074668	Infinity	0.000000	-1.000000	1.000000	0.000137	1.000000	0.028572	
H2_STORAGE	0.008817	0.000556	20.000000	0.000000	0.001424	Infinity	0.000000	-1.000000	1.000000	0.006115	1.000000	0.058246	
DIESEL_STORAGE	0.001941	0.000078	20.000000	0.000000	0.194129	Infinity	0.000000	-1.000000	1.000000	0.000000	1.000000	0.058246	
GASOLINE_STORAGE	0.001950	0.000078	20.000000	0.000000	0.194961	Infinity	0.000000	-1.000000	1.000000	0.000000	1.000000	0.058246	
LFO_STORAGE	0.001953	0.000078	20.000000	0.000000	0.195281	Infinity	0.000000	-1.000000	1.000000	0.000000	1.000000	0.058246	
AMMONIA_STORAGE	0.001947	0.000078	20.000000	0.000000	0.194695	Infinity	0.000000	-1.000000	1.000000	0.000017	1.000000	0.058246	
METHANOL_STORAGE	0.001955	0.000078	20.000000	0.000000	0.195548	Infinity	0.000000	-1.000000	1.000000	0.000069	1.000000	0.058246	
CO2_STORAGE	0.007756	0.000078	30.000000	0.000000	0.000157	Infinity	0.000000	-1.000000	1.000000	0.000086	1.000000	0.041639	
EFFICIENCY	5517.241379	0.000000	1.000000	0.000000	0.985222	Infinity	0.000000	-1.000000	1.000000	0.000000	1.000000	1.015000	
DHN	971.282126	0.000000	60.000000	0.000000	1.176057	Infinity	0.000000	-1.000000	1.000000	0.000000	1.000000	0.025393	
GRID	84616.191754	0.000000	80.000000	0.000000	1.129435	Infinity	0.000000	-1.000000	1.000000	0.000000	1.000000	0.021548	
H2_ELECTROLYSIS	0.036395	0.001001	15.000000	0.000000	0.000072	Infinity	0.000000	-1.000000	1.000000	0.312103	0.900000	0.074944	
SMR	0.023718	0.002189	25.000000	0.000000	0.000038	Infinity	0.000000	-1.000000	1.000000	0.236185	0.860000	0.048263	
H2_BIOMASS	0.000104	0.000007	25.000000	0.000000	0.000000	Infinity	0.000000	-1.000000	1.000000	0.000106	0.860000	0.048263	
GASIFICATION_SNG	0.000120	0.000008	25.000000	0.000000	0.000000	Infinity	0.000000	-1.000000	1.000000	0.000172	0.850000	0.048263	
SYN_METHANATION	0.000091	0.000023	40.000000	0.000000	0.000001	Infinity	0.000000	-1.000000	1.000000	0.000686	1.000000	0.033427	
BIOMETHANATION	0.000206	0.000003	20.000000	0.000000	0.000000	Infinity	0.000000	-1.000000	1.000000	0.000802	0.850000	0.058246	
BIO_HYDROLYSIS	1179.651106	80.429920	15.000000	0.000000	0.801007	Infinity	0.000000	-1.000000	1.000000	0.850000	0.850000	0.074944	
PYROLYSIS_TO_LFO	0.000199	0.000009	25.000000	0.000000	0.000000	Infinity	0.000000	-1.000000	1.000000	0.001135	0.850000	0.048263	
PYROLYSIS_TO_FUELS	0.000145	0.000004	25.000000	0.000000	0.000000	Infinity	0.000000	-1.000000	1.000000	0.000105	0.850000	0.048263	
ATM_CCS	0.000249	0.000006	40.000000	0.000000	0.000000	Infinity	0.000000	-1.000000	1.000000	0.000096	1.000000	0.033427	
INDUSTRY_CCS	0.000349	0.000009	40.000000	0.000000	0.000000	Infinity	0.000000	-1.000000	1.000000	0.000417	1.000000	0.033427	
AMMONIA_TO_H2	0.000265	0.000024	25.000000	0.000000	0.000000	Infinity	0.000000	-1.000000	1.000000	0.002225	0.860000	0.048263	
