TECHNOLOGIES	 c_inv	 c_maint	 lifetime	  f_min	 f	 f_max	 fmin_perc	f_perc	 fmax_perc	 c_p	 c_p_max	 tau	 gwp_constr
BOAT_FREIGHT_DIESEL	1626.459714	78.635004	40.000000	0.000000	20.588098	Infinity	0.000000	1.000000	1.000000	0.114160	0.114160	0.033427	0.000000
BOAT_FREIGHT_NG	0.000032	0.000002	40.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000462	0.114160	0.033427	0.000000
BOAT_FREIGHT_METHANOL	0.000017	0.000001	40.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000240	0.114160	0.033427	0.000000
TRUCK_DIESEL	0.000005	0.000000	15.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000011	0.092590	0.074944	0.000000
TRUCK_METHANOL	0.000004	0.000000	15.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000009	0.092590	0.074944	0.000000
TRUCK_FUEL_CELL	15414.521754	459.458068	15.000000	0.000000	38.076530	Infinity	0.000000	1.000000	1.000000	0.092590	0.092590	0.074944	0.000000
TRUCK_ELEC	0.000005	0.000000	15.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000009	0.092590	0.074944	0.000000
TRUCK_NG	0.000003	0.000000	15.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000008	0.092590	0.074944	0.000000
HABER_BOSCH	0.000330	0.000006	20.000000	0.000000	0.000000	Infinity	0.000000	1.000000	1.000000	0.000839	1.000000	0.058246	0.000000
SYN_METHANOLATION	0.000341	0.000010	20.000000	0.000000	0.000000	Infinity	0.000000	0.686942	1.000000	0.001017	0.950000	0.058246	0.000000
METHANE_TO_METHANOL	0.000140	0.000006	25.000000	0.000000	0.000000	Infinity	0.000000	0.146005	1.000000	0.000216	0.850000	0.048263	0.000000
BIOMASS_TO_METHANOL	0.000209	0.000003	20.000000	0.000000	0.000000	Infinity	0.000000	0.167052	1.000000	0.000247	1.000000	0.058246	0.000000
OIL_TO_HVC	0.000147	0.000001	15.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000180	1.000000	0.074944	0.000000
GAS_TO_HVC	0.000156	0.000004	25.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000088	1.000000	0.048263	0.000000
BIOMASS_TO_HVC	0.000170	0.000005	20.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000180	1.000000	0.058246	0.000000
METHANOL_TO_HVC	1714.248627	154.281579	20.000000	0.000000	2.657750	Infinity	0.000000	1.000000	1.000000	1.000000	1.000000	0.058246	0.000000
PHS	382.195124	0.000000	50.000000	5.000000	6.499917	6.500000	0.000000	-1.000000	1.000000	0.016783	1.000000	0.028572	
BATT_LI	0.002936	0.000005	15.000000	0.000000	0.000019	Infinity	0.000000	-1.000000	1.000000	0.003576	1.000000	0.074944	
BEV_BATT	0.000000	0.000000	1.000000	0.000000	144.541515	Infinity	0.000000	-1.000000	1.000000	0.003873	1.000000	1.015000	
PHEV_BATT	0.000000	0.000000	1.000000	0.000000	0.000003	Infinity	0.000000	-1.000000	1.000000	0.000182	1.000000	1.015000	
TS_DEC_DIRECT_ELEC	0.000583	0.000004	20.000000	0.000000	0.000031	Infinity	0.000000	-1.000000	1.000000	0.000373	1.000000	0.058246	
TS_DEC_HP_ELEC	469.518934	3.286880	20.000000	0.000000	24.750603	Infinity	0.000000	-1.000000	1.000000	0.029229	1.000000	0.058246	
TS_DEC_THHP_GAS	0.000575	0.000004	20.000000	0.000000	0.000030	Infinity	0.000000	-1.000000	1.000000	0.000291	1.000000	0.058246	
TS_DEC_COGEN_GAS	0.000573	0.000004	20.000000	0.000000	0.000030	Infinity	0.000000	-1.000000	1.000000	0.000220	1.000000	0.058246	
TS_DEC_COGEN_OIL	0.000571	0.000004	20.000000	0.000000	0.000030	Infinity	0.000000	-1.000000	1.000000	0.000190	1.000000	0.058246	
TS_DEC_ADVCOGEN_GAS	0.000569	0.000004	20.000000	0.000000	0.000030	Infinity	0.000000	-1.000000	1.000000	0.000161	1.000000	0.058246	
TS_DEC_ADVCOGEN_H2	0.000569	0.000004	20.000000	0.000000	0.000030	Infinity	0.000000	-1.000000	1.000000	0.000153	1.000000	0.058246	
TS_DEC_BOILER_GAS	0.000574	0.000004	20.000000	0.000000	0.000030	Infinity	0.000000	-1.000000	1.000000	0.000244	1.000000	0.058246	
TS_DEC_BOILER_WOOD	0.000576	0.000004	20.000000	0.000000	0.000030	Infinity	0.000000	-1.000000	1.000000	0.000259	1.000000	0.058246	
TS_DEC_BOILER_OIL	0.000574	0.000004	20.000000	0.000000	0.000030	Infinity	0.000000	-1.000000	1.000000	0.000236	1.000000	0.058246	
TS_DHN_DAILY	0.001041	0.000003	40.000000	0.000000	0.000347	Infinity	0.000000	-1.000000	1.000000	0.000675	1.000000	0.033427	
TS_DHN_SEASONAL	244.356010	1.329861	25.000000	0.000000	469.915403	Infinity	0.000000	-1.000000	1.000000	0.001372	1.000000	0.048263	
TS_HIGH_TEMP	1551.356468	16.603887	25.000000	0.000000	55.346289	Infinity	0.000000	-1.000000	1.000000	0.029396	1.000000	0.048263	
GAS_STORAGE	56.712017	1.485855	50.000000	0.000000	1134.240345	Infinity	0.000000	-1.000000	1.000000	0.000120	1.000000	0.028572	
H2_STORAGE	0.007761	0.000489	20.000000	0.000000	0.001254	Infinity	0.000000	-1.000000	1.000000	0.005697	1.000000	0.058246	
DIESEL_STORAGE	0.006028	0.000241	20.000000	0.000000	0.602753	Infinity	0.000000	-1.000000	1.000000	0.000034	1.000000	0.058246	
GASOLINE_STORAGE	0.006015	0.000241	20.000000	0.000000	0.601525	Infinity	0.000000	-1.000000	1.000000	0.000000	1.000000	0.058246	
LFO_STORAGE	0.006011	0.000240	20.000000	0.000000	0.601099	Infinity	0.000000	-1.000000	1.000000	0.000000	1.000000	0.058246	
AMMONIA_STORAGE	0.006012	0.000240	20.000000	0.000000	0.601165	Infinity	0.000000	-1.000000	1.000000	0.000009	1.000000	0.058246	
METHANOL_STORAGE	0.006001	0.000240	20.000000	0.000000	0.600108	Infinity	0.000000	-1.000000	1.000000	0.000048	1.000000	0.058246	
CO2_STORAGE	0.013301	0.000133	30.000000	0.000000	0.000269	Infinity	0.000000	-1.000000	1.000000	0.001450	1.000000	0.041639	
EFFICIENCY	5517.241379	0.000000	1.000000	0.000000	0.985222	Infinity	0.000000	-1.000000	1.000000	0.000000	1.000000	1.015000	
DHN	2918.041549	0.000000	60.000000	0.000000	3.533251	Infinity	0.000000	-1.000000	1.000000	0.000000	1.000000	0.025393	
GRID	101790.049195	0.000000	80.000000	0.000000	1.358667	Infinity	0.000000	-1.000000	1.000000	0.000000	1.000000	0.021548	
H2_ELECTROLYSIS	154.042941	4.236188	15.000000	0.000000	0.304234	Infinity	0.000000	-1.000000	1.000000	0.253334	0.900000	0.074944	
SMR	0.000112	0.000010	25.000000	0.000000	0.000000	Infinity	0.000000	-1.000000	1.000000	0.000415	0.860000	0.048263	
H2_BIOMASS	0.000123	0.000009	25.000000	0.000000	0.000000	Infinity	0.000000	-1.000000	1.000000	0.000102	0.860000	0.048263	
GASIFICATION_SNG	0.000153	0.000011	25.000000	0.000000	0.000000	Infinity	0.000000	-1.000000	1.000000	0.000218	0.850000	0.048263	
SYN_METHANATION	43.822582	11.196736	40.000000	0.000000	0.253486	Infinity	0.000000	-1.000000	1.000000	0.253370	1.000000	0.033427	
BIOMETHANATION	0.000227	0.000003	20.000000	0.000000	0.000000	Infinity	0.000000	-1.000000	1.000000	0.000596	0.850000	0.058246	
BIO_HYDROLYSIS	1179.651157	80.429923	15.000000	0.000000	0.801007	Infinity	0.000000	-1.000000	1.000000	0.850000	0.850000	0.074944	
PYROLYSIS_TO_LFO	0.000221	0.000010	25.000000	0.000000	0.000000	Infinity	0.000000	-1.000000	1.000000	0.001110	0.850000	0.048263	
PYROLYSIS_TO_FUELS	0.000163	0.000005	25.000000	0.000000	0.000000	Infinity	0.000000	-1.000000	1.000000	0.000106	0.850000	0.048263	
ATM_CCS	0.000420	0.000010	40.000000	0.000000	0.000000	Infinity	0.000000	-1.000000	1.000000	0.000198	1.000000	0.033427	
INDUSTRY_CCS	140.181920	3.479777	40.000000	0.000000	0.056329	Infinity	0.000000	-1.000000	1.000000	0.253375	1.000000	0.033427	
AMMONIA_TO_H2	0.000677	0.000063	25.000000	0.000000	0.000001	Infinity	0.000000	-1.000000	1.000000	0.005561	0.860000	0.048263	
